Hyperparameters
Final Learning rate: 0.05515431371564472
Layer Structure: [8, 32, 1]
Momentum: 0.3
Iterations: 1000
Training time: 0:00:01.039626
Final RMSE: 8.16001932348019
Accuracy: 31.93

Runtime log: 
Epoch: 0, Training RMSE: 33.0285, Validation RMSE: 58.8086
Epoch: 100, Training RMSE: 11.2887, Validation RMSE: 46.9562
Epoch: 200, Training RMSE: 10.0188, Validation RMSE: 47.8702
Epoch: 300, Training RMSE: 10.0206, Validation RMSE: 47.6268
Epoch: 400, Training RMSE: 8.7007, Validation RMSE: 48.2792
Epoch: 500, Training RMSE: 10.7365, Validation RMSE: 44.2522
Epoch: 600, Training RMSE: 8.7541, Validation RMSE: 47.4237
Epoch: 700, Training RMSE: 8.6528, Validation RMSE: 46.4093
Epoch: 800, Training RMSE: 7.6047, Validation RMSE: 46.8897
Epoch: 900, Training RMSE: 7.9373, Validation RMSE: 46.8072
Seed used: 30842

Testing with the validation data (332 samples)
Real RMSE: 18.024616860745546
Correlation: 0.9074680671035319
Accuracy: 31.93% (within 10%)
Accuracy: 42.77% (within 15%)
Accuracy: 49.7% (within 20%)
Columns with low correlation: [4]

Final Predictions:
False Predicted: 36.6 Actual: 24.7 Difference: 12.0 (48.5%)
False Predicted: 7.7 Actual: 8.9 Difference: -1.2 (-13.0%)
True Predicted: 20.9 Actual: 21.5 Difference: -0.6 (-2.7%)
True Predicted: 36.5 Actual: 36.2 Difference: 0.2 (0.7%)
True Predicted: 17.8 Actual: 18.6 Difference: -0.8 (-4.1%)
False Predicted: 20.1 Actual: 26.6 Difference: -6.6 (-24.8%)
False Predicted: 47.6 Actual: 42.3 Difference: 5.2 (12.4%)
False Predicted: 12.6 Actual: 14.8 Difference: -2.2 (-14.9%)
False Predicted: 96.3 Actual: 265.2 Difference: -168.9 (-63.7%)
False Predicted: 10.2 Actual: 15.8 Difference: -5.6 (-35.7%)
True Predicted: 17.1 Actual: 18.5 Difference: -1.4 (-7.3%)
False Predicted: 4.6 Actual: 7.3 Difference: -2.7 (-36.7%)
False Predicted: 84.3 Actual: 68.3 Difference: 16.1 (23.5%)
False Predicted: 126.6 Actual: 48.2 Difference: 78.4 (162.5%)
True Predicted: 82.3 Actual: 80.9 Difference: 1.4 (1.7%)
True Predicted: 18.9 Actual: 18.6 Difference: 0.3 (1.4%)
False Predicted: 78.0 Actual: 91.4 Difference: -13.5 (-14.7%)
True Predicted: 29.3 Actual: 28.1 Difference: 1.2 (4.2%)
False Predicted: 66.4 Actual: 79.9 Difference: -13.5 (-16.9%)
True Predicted: 54.4 Actual: 49.5 Difference: 4.9 (10.0%)
True Predicted: 111.5 Actual: 111.8 Difference: -0.3 (-0.2%)
False Predicted: -6.8 Actual: 7.7 Difference: -14.5 (-188.4%)
False Predicted: 114.2 Actual: 86.6 Difference: 27.6 (31.9%)
False Predicted: 105.9 Actual: 91.8 Difference: 14.1 (15.4%)
False Predicted: 37.0 Actual: 73.6 Difference: -36.6 (-49.7%)
False Predicted: 1.4 Actual: 4.4 Difference: -3.0 (-68.8%)
False Predicted: 11.7 Actual: 9.5 Difference: 2.2 (23.2%)
False Predicted: 0.9 Actual: 7.7 Difference: -6.9 (-88.6%)
True Predicted: 64.8 Actual: 64.1 Difference: 0.6 (1.0%)
False Predicted: 64.0 Actual: 73.4 Difference: -9.5 (-12.9%)
True Predicted: 18.2 Actual: 17.2 Difference: 1.0 (5.7%)
False Predicted: 52.5 Actual: 38.0 Difference: 14.4 (37.9%)
False Predicted: 80.5 Actual: 68.1 Difference: 12.4 (18.3%)
True Predicted: 40.2 Actual: 41.9 Difference: -1.7 (-4.0%)
False Predicted: 10.1 Actual: 11.5 Difference: -1.4 (-12.3%)
True Predicted: 7.6 Actual: 7.6 Difference: -0.0 (-0.2%)
False Predicted: 27.6 Actual: 15.3 Difference: 12.3 (80.2%)
True Predicted: 18.4 Actual: 17.7 Difference: 0.7 (4.1%)
False Predicted: 19.9 Actual: 34.7 Difference: -14.8 (-42.7%)
False Predicted: 47.0 Actual: 61.8 Difference: -14.7 (-23.9%)
True Predicted: 32.1 Actual: 31.2 Difference: 0.9 (2.9%)
False Predicted: 20.7 Actual: 29.2 Difference: -8.5 (-29.1%)
False Predicted: 2.0 Actual: 5.4 Difference: -3.4 (-63.7%)
False Predicted: 17.1 Actual: 19.9 Difference: -2.8 (-13.9%)
True Predicted: 146.3 Actual: 139.6 Difference: 6.7 (4.8%)
False Predicted: -8.9 Actual: 6.6 Difference: -15.5 (-234.5%)
False Predicted: 1.7 Actual: 5.8 Difference: -4.1 (-70.4%)
